Transaktionsexport;;;;;;2026-09-05 14:43:46
2025-10-03;2025-10-06;ZETTLE_*VR SNABBTAG SV;STOCKHOLM;SEK;0.0;50.0
2025-10-02;2025-10-02;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;65.0
2025-10-02;2025-10-03;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-10-01;2025-10-01;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;137.0
2025-10-01;2025-10-02;FOODORA AB;STOCKHOLM;SEK;0.0;345.0
2025-10-01;2025-10-01;HOLY GREENS AB;MALMOE;SEK;0.0;139.0
2025-10-01;2025-10-02;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;169.65
2025-09-29;2025-09-30;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;66.0
2025-09-29;2025-09-29;7-ELEVEN GBG KUNGSGATA;GOETEBORG;SEK;0.0;54.0
2025-09-29;2025-09-30;HEMKOP GOTEBORG NORD;GOTEBORG;SEK;0.0;46.95
2025-09-29;2025-09-30;KRONANS APOTEK AB;GOETEBORG;SEK;0.0;254.9
2025-09-29;2025-09-30;LIDL329GBGKUNGSGATAN;GOTEBORG;SEK;0.0;148.9
2025-09-29;2025-09-29;WEBHALLEN SVERIGE AB;GOETEBORG;SEK;0.0;990.0
2025-09-28;2025-09-29;BOLT.EU/O/2509272149;TALLINN;SEK;0.0;122.0
2025-09-28;2025-09-29;HELP.HBOMAX.COM;STOCKHOLM;SEK;0.0;64.5
2025-09-28;2025-09-29;ICA FOCUS;GOTEBORG;SEK;0.0;353.85
2025-09-28;2025-09-29;MM SPORTS AB;GOTEBORG;SEK;0.0;329.0
2025-09-28;2025-09-29;SNUSBOLAGET.SE;HANINGE;SEK;0.0;1009.75
2025-09-28;2025-09-29;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;122.82
2025-09-28;2025-09-29;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;248.4
2025-09-27;2025-09-29;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;50.0
2025-09-27;2025-09-30;W*MMSPORTS.SE;ASKIM;SEK;0.0;1248.0
2025-09-26;2025-09-29;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;49.0
2025-09-26;2025-09-29;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;64.0
2025-09-26;;BETALT BG DATUM 250926;;SEK;0.0;-27833.53
2025-09-26;2025-09-29;OLIVIA GOTEBORG;GOETEBORG;SEK;0.0;359.0
2025-09-26;2025-09-29;TEHUSET JAVA GÖ;GOTEBORG;SEK;0.0;119.0
2025-09-26;2025-09-29;VACKER NK GÖTEB;GOTEBORG;SEK;0.0;808.0
2025-09-26;2025-09-29;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;447.21
2025-09-25;2025-09-25;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;77.0
2025-09-25;2025-09-26;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;77.0
2025-09-24;2025-09-24;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;34.0
2025-09-24;2025-09-25;HOLY GREENS AB;MALMOE;SEK;0.0;129.0
2025-09-24;2025-09-25;VASTTRAFIKBLIPP;SKOVDE;SEK;0.0;37.0
2025-09-24;2025-09-25;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;125.7
2025-09-24;2025-09-25;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;272.0
2025-09-23;2025-09-24;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;79.0
2025-09-23;2025-09-24;KRONANS APOTEK AB;GOETEBORG;SEK;0.0;479.9
2025-09-23;2025-09-23;SATS KOMPASSEN;GOETEBORG;SEK;0.0;32.0
2025-09-22;2025-09-22;7-ELEVEN GBG KUNGSGATA;GOETEBORG;SEK;0.0;104.0
2025-09-22;2025-09-23;WEEKDAY;STOCKHOLM;SEK;0.0;589.0
2025-09-21;2025-09-22;CONDECO AB;GOTEBORG;SEK;0.0;52.0
2025-09-21;2025-09-22;KRONANS APOTEK AB;GOETEBORG;SEK;0.0;89.0
2025-09-21;2025-09-22;VR RESA;STOCKHOLM;SEK;0.0;3856.0
2025-09-21;2025-09-22;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;342.94
2025-09-21;2025-09-22;ZETTLE_*JIMMY   JOAN S;GOTEBORG;SEK;0.0;300.0
2025-09-20;2025-09-22;APOTEKET KUNGSGATAN;GOETEBORG;SEK;0.0;115.0
2025-09-20;2025-09-22;ESPRESSO HOUSE 195;GOETEBORG;SEK;0.0;100.0
2025-09-20;2025-09-22;FESKEKORKA;GOTEBORG;SEK;0.0;111.5
2025-09-20;2025-09-22;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;411.7
2025-09-20;2025-09-22;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-09-20;2025-09-22;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;41.9
2025-09-20;2025-09-22;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;42.9
2025-09-20;2025-09-22;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;242.27
2025-09-20;2025-09-22;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;292.3
2025-09-19;2025-09-22;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;179.0
2025-09-18;2025-09-18;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;30.0
2025-09-18;2025-09-19;7-ELEVEN 4215200;GOETEBORG;SEK;0.0;104.0
2025-09-18;2025-09-19;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;35.0
2025-09-18;2025-09-18;SPOTIFY P3AA7FC64C;STOCKHOLM;SEK;0.0;129.0
2025-09-17;2025-09-17;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;45.0
2025-09-17;2025-09-17;7-ELEVEN GBG KUNGSGATA;GOETEBORG;SEK;0.0;52.0
2025-09-17;2025-09-18;ON AIR GAME SHOWS SWED;GOTEBORG;SEK;0.0;89.0
2025-09-17;2025-09-18;ON AIR GAME SHOWS SWED;GOTEBORG;SEK;0.0;264.0
2025-09-17;2025-09-18;SKANSHOF;GOETEBORG;SEK;0.0;351.0
2025-09-16;2025-09-16;NETFLIX.COM;020790637;SEK;0.0;199.0
2025-09-16;2025-09-16;SATS KOMPASSEN;GOETEBORG;SEK;0.0;28.0
2025-09-15;2025-09-15;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-09-15;2025-09-16;TV4 PLAY;STOCKHOLM;SEK;0.0;399.0
2025-09-15;2025-09-16;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;456.23
2025-09-14;2025-09-15;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;48.8
2025-09-13;2025-09-15;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;25.0
2025-09-13;2025-09-15;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;284.0
2025-09-13;2025-09-15;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;413.0
2025-09-13;2025-09-15;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;149.5
2025-09-13;2025-09-15;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;278.96
2025-09-12;2025-09-15;BOLT.EU/O/2509122111;TALLINN;SEK;0.0;160.0
2025-09-12;2025-09-12;JOE  THE JUICE NG AB;STOCKHOLM;SEK;0.0;149.0
2025-09-12;2025-09-15;STORKOKET I GOT;GOTEBORG;SEK;0.0;617.4
2025-09-12;2025-09-15;TOSO;GOTEBORG;SEK;0.0;2337.5
2025-09-12;2025-09-15;VASQUE KEMTVATT;GOTEBORG;SEK;0.0;1630.0
2025-09-11;2025-09-12;JINX DYNASTY;GOTEBORG;SEK;0.0;130.0
2025-09-11;2025-09-12;STUDIO;GOTEBORG;SEK;0.0;521.4
2025-09-11;2025-09-12;STYLE BARBERSHOP;GOTEBORG;SEK;0.0;389.0
2025-09-10;2025-09-11;ALDARDO;GOTEBORG;SEK;0.0;155.0
2025-09-10;2025-09-11;HEMTEX KUNGSGAT;GOTEBORG;SEK;0.0;1399.79
2025-09-10;2025-09-11;LIDL329GBGKUNGSGATAN;STOCKHOLM;SEK;0.0;91.76
2025-09-09;2025-09-09;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;30.0
2025-09-09;2025-09-10;HOLY GREENS AB;MALMOE;SEK;0.0;179.0
2025-09-09;2025-09-09;SATS KOMPASSEN;GOETEBORG;SEK;0.0;28.0
2025-09-08;2025-09-08;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;30.0
2025-09-08;2025-09-09;IDROTTSREHAB;GA.TEBORG;SEK;0.0;200.0
2025-09-08;2025-09-09;SNUSBOLAGET.SE;HANINGE;SEK;0.0;999.0
2025-09-07;2025-09-08;APOTEA.SE;STOCKHOLM;SEK;0.0;321.0
2025-09-07;2025-09-08;BOLT.EU/O/2509062239;TALLINN;SEK;0.0;113.0
2025-09-07;2025-09-08;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;23.53
2025-09-07;2025-09-08;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;377.58
2025-09-06;2025-09-08;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;56.0
2025-09-06;2025-09-08;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;76.0
2025-09-06;2025-09-08;AMAZON PRIME;WWW.AMAZON.SE;SEK;0.0;69.0
2025-09-06;2025-09-08;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;108.0
2025-09-06;2025-09-08;LOOMISP*STAURANG VASTE;GOTEBORG;SEK;0.0;178.0
2025-09-06;2025-09-08;NK INREDNING;GA.TEBORG;SEK;0.0;349.0
2025-09-06;2025-09-08;TEHUSET JAVA GÖ;GOTEBORG;SEK;0.0;119.0
2025-09-06;2025-09-08;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;116.0
2025-09-05;2025-09-08;HASSELBACKEN;GOTEBORG;SEK;0.0;162.41
2025-09-05;2025-09-08;HUGO ERICSON OST I SAL;GOTEBORG;SEK;0.0;188.0
2025-09-05;2025-09-08;KICKS 814 KUNGSG, GO;GOTEBORG;SEK;0.0;199.0
2025-09-05;2025-09-08;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;266.7
2025-09-05;2025-09-08;VITA DUVAN;GOTEBORG;SEK;0.0;370.0
2025-09-05;2025-09-08;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;344.52
2025-09-04;2025-09-05;JOEANDTHEJUICE;GATEBORG;SEK;0.0;184.0
2025-09-03;2025-09-04;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;130.8
2025-09-03;2025-09-04;STYR  STAELL;GOTHENBURG;SEK;0.0;20.0
2025-09-03;2025-09-04;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;70.18
2025-09-03;2025-09-04;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;218.41
2025-09-01;2025-09-01;JOE  THE JUICE NG AB;STOCKHOLM;SEK;0.0;149.0
2025-09-01;2025-09-02;S O LARSSON;GOTEBORG;SEK;0.0;99.0
2025-09-01;2025-09-02;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;296.5
2025-08-31;2025-09-01;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;56.0
2025-08-31;2025-09-01;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;83.0
2025-08-30;2025-09-01;NK KIDS & TEENS GBG;GA.TEBORG;SEK;0.0;39.0
2025-08-30;2025-09-01;NK KIDS & TEENS GBG;GA.TEBORG;SEK;0.0;249.0
2025-08-30;2025-09-01;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;57.0
2025-08-30;2025-09-01;ST1 SANDSJ¦BACKA ÖST;LINDOME;SEK;0.0;360.64
2025-08-29;2025-09-01;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;39.8
2025-08-28;2025-08-29;HALLANDSTRAFIKE;FALKENBERG;SEK;0.0;409.0
2025-08-28;2025-08-29;HELP.HBOMAX.COM;STOCKHOLM;SEK;0.0;64.5
2025-08-27;;BETALT BG DATUM 250827;;SEK;0.0;-63547.17
2025-08-27;2025-08-28;DRESSMANN 680;GOTEBORG;SEK;0.0;299.0
2025-08-27;2025-08-28;HALLANDSTRAFIKE;FALKENBERG;SEK;0.0;409.0
2025-08-27;2025-08-28;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-08-27;2025-08-28;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-08-26;2025-08-27;BEETS;GOTEBORG;SEK;0.0;189.0
2025-08-26;2025-08-26;SATS KOMPASSEN;GOETEBORG;SEK;0.0;28.0
2025-08-26;2025-08-27;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;162.25
2025-08-25;2025-08-26;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;39.0
2025-08-25;2025-08-27;ELIO;GOTEBORG;SEK;0.0;1600.0
2025-08-24;2025-08-25;14M2BAO.SE* LOCO Ö 14M;GOTEBORG;SEK;0.0;288.0
2025-08-24;2025-08-25;KAFFELABBET MWJ AB;GOETEBORG;SEK;0.0;89.0
2025-08-24;2025-08-25;KLARNA SNUSBOLAGET.S;STOCKHOLM;SEK;0.0;1828.9
2025-08-23;2025-08-25;BELLE CELINE AB;GOTEBORG;SEK;0.0;2695.0
2025-08-23;2025-08-26;W*MMSPORTS.SE;ASKIM;SEK;0.0;1532.0
2025-08-23;2025-08-25;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;83.8
2025-08-23;2025-08-25;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;119.86
2025-08-23;2025-08-25;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;202.31
2025-08-23;2025-08-25;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;290.23
2025-08-22;2025-08-25;ENOTECA SASSI;GOTEBORG;SEK;0.0;1320.0
2025-08-21;2025-08-22;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;104.0
2025-08-21;2025-08-22;BUNCHERY BY BLOMRUM;GOETEBORG;SEK;0.0;218.0
2025-08-21;2025-08-22;HARMONI DUMPLINGS;GOTEBORG;SEK;0.0;85.0
2025-08-20;2025-08-20;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-08-20;2025-08-21;NINTENDO CC1454396757;FRANKFURT AM;SEK;0.0;359.0
2025-08-19;2025-08-19;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-08-19;2025-08-19;SATS KOMPASSEN;GOETEBORG;SEK;0.0;28.0
2025-08-19;2025-08-20;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;462.4
2025-08-18;2025-08-19;AMAZONMKTPLC*RU6PV3OH4;WWW.AMAZON.SE;SEK;0.0;178.0
2025-08-18;2025-08-18;SPOTIFY P39A562705;STOCKHOLM;SEK;0.0;119.0
2025-08-17;2025-08-18;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-08-17;2025-08-18;BROGYLLEN PEDAGOG P;MOELNDAL;SEK;0.0;99.0
2025-08-17;2025-08-18;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;271.87
2025-08-16;2025-08-18;NETFLIX.COM;020790637;SEK;0.0;199.0
2025-08-16;2025-08-18;STENUGNSBAGERIET HEDEN;GOTEBORG;SEK;0.0;69.0
2025-08-15;2025-08-15;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-08-15;2025-08-15;HOLY GREENS AB;MALMOE;SEK;0.0;169.0
2025-08-15;2025-08-18;LIDL329GBGKUNGSGATAN;STOCKHOLM;SEK;0.0;245.28
2025-08-15;2025-08-18;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;222.6
2025-08-15;2025-08-18;TV4 PLAY;STOCKHOLM;SEK;0.0;399.0
2025-08-14;2025-08-15;ESPRESSO HOUSE 195;GOETEBORG;SEK;0.0;39.0
2025-08-13;2025-08-13;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;30.0
2025-08-13;2025-08-13;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;52.0
2025-08-13;2025-08-14;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;64.0
2025-08-13;2025-08-14;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;79.0
2025-08-13;2025-08-13;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;149.0
2025-08-13;2025-08-14;VASTTRAFIKBLIPP;SKOVDE;SEK;0.0;37.0
2025-08-13;2025-08-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;237.2
2025-08-13;2025-08-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;331.59
2025-08-11;2025-08-13;IDROTTSREHAB;GA.TEBORG;SEK;0.0;200.0
2025-08-10;2025-08-11;ICA FOCUS;GOTEBORG;SEK;0.0;249.9
2025-08-10;2025-08-13;TORPA;LANGHEM;SEK;0.0;30.0
2025-08-10;2025-08-13;TORPA;LANGHEM;SEK;0.0;66.0
2025-08-10;2025-08-13;TORPA;LANGHEM;SEK;0.0;135.0
2025-08-10;2025-08-13;TORPA;LANGHEM;SEK;0.0;156.0
2025-08-09;2025-08-11;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;61.8
2025-08-09;2025-08-11;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;428.3
2025-08-08;2025-08-11;CLAS OHLSON;GOTEBORG;SEK;0.0;354.6
2025-08-08;2025-08-12;SVEA*ALSENS.COM;TRANAS;SEK;0.0;116.0
2025-08-08;2025-08-11;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;334.57
2025-08-07;2025-08-08;BAR CENTRO;GOTEBORG;SEK;0.0;232.0
2025-08-07;2025-08-08;HOLY GREENS AB;MALMOE;SEK;0.0;184.0
2025-08-06;2025-08-07;AMAZON PRIME;WWW.AMAZON.SE;SEK;0.0;69.0
2025-08-06;2025-08-07;JOEANDTHEJUICE;GATEBORG;SEK;0.0;142.0
2025-08-06;2025-08-07;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;738.72
2025-08-04;2025-08-05;APPLE.COM/BILL;ITUNES.COM;SEK;0.0;995.0
2025-08-04;2025-08-05;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;311.9
2025-08-03;2025-08-04;KRONANS APOTEK AB;GOETEBORG;SEK;0.0;41.7
2025-08-03;2025-08-04;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-08-03;2025-08-04;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;217.5
2025-08-03;2025-08-04;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;298.14
2025-08-03;2025-08-04;ZETTLE_*BUD O TAXI STJ;FALKENBERG;SEK;0.0;167.0
2025-08-02;2025-08-04;ICA FOCUS;GOTEBORG;SEK;0.0;513.6
2025-08-02;2025-08-04;MS* GRANDHOTELFALKENB;FALKENBERG;SEK;0.0;2108.0
2025-08-02;2025-08-04;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;98.0
2025-08-02;2025-08-04;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;22.0
2025-08-01;2025-08-04;BOLT.EUO2508012056;TALLINN;SEK;0.0;78.0
2025-08-01;2025-08-04;CHAMPAGNEBAREN KYRKOGA;GOTEBORG;SEK;0.0;336.0
2025-08-01;2025-08-04;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-08-01;2025-08-04;VILLA BELPARC;GOTEBORG;SEK;0.0;177.0
2025-08-01;2025-08-04;VILLA BELPARC;GOTEBORG;SEK;0.0;191.0
2025-08-01;2025-08-04;VILLA BELPARC;GOTEBORG;SEK;0.0;210.0
2025-08-01;2025-08-04;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;462.97
2025-07-31;;EXTRAKORTSAVGIFT;;SEK;0.0;295.0
2025-07-31;2025-08-01;HORNBACH GOTEBORG;GOTEBORG;SEK;0.0;207.95
2025-07-31;2025-08-01;NATURALCYCLES;STOCKHOLM;SEK;0.0;1189.0
2025-07-31;2025-08-01;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-07-31;2025-08-01;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;263.09
2025-07-31;;ÅRSAVGIFT;;SEK;0.0;2335.0
2025-07-31;2025-08-06;År-/mån avg;;SEK;0.0;295.0
2025-07-31;2025-08-06;År-/mån avg;;SEK;0.0;2335.0
2025-07-30;;BETALT BG DATUM 250730;;SEK;0.0;-41564.08
2025-07-30;2025-07-31;PARKSTER SWE;LUND;SEK;0.0;66.0
2025-07-30;2025-07-31;PARKSTER SWE;LUND;SEK;0.0;68.0
2025-07-29;2025-07-30;MAXI ICA STORMARKNAD L;LJUNGBY;SEK;0.0;146.0
2025-07-28;2025-07-29;CIRCLE K VARBERG NORD;VARBERG;SEK;0.0;133.0
2025-07-28;2025-07-29;HELP.HBOMAX.COM;STOCKHOLM;SEK;0.0;64.5
2025-07-28;2025-07-28;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;1236.7
2025-07-27;2025-07-28;LEKIA KUNGSGATAN;GOTEBORG;SEK;0.0;304.0
2025-07-27;2025-07-28;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-07-27;2025-07-29;W*MMSPORTS.SE;ASKIM;SEK;0.0;1198.0
2025-07-26;2025-07-28;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;30.0
2025-07-26;2025-07-28;BEAUTY STYLE VA;GOTEBORG;SEK;0.0;640.0
2025-07-26;2025-07-28;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;236.0
2025-07-26;2025-07-28;SJ.SE;STOCKHOLM;SEK;0.0;1025.0
2025-07-26;2025-07-28;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;103.0
2025-07-26;2025-07-28;VACKER NK GÖTEB;GOTEBORG;SEK;0.0;967.0
2025-07-25;2025-07-28;CLAS OHLSON;GOTEBORG;SEK;0.0;279.7
2025-07-25;2025-07-28;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;87.7
2025-07-24;2025-07-25;KRABBESK{RS FISK;ASKIM;SEK;0.0;528.0
2025-07-24;2025-07-25;STORA COOP SISJÖN;ASKIM;SEK;0.0;363.5
2025-07-24;2025-07-25;SYSTEMBOLAGET;ASKIM;SEK;0.0;460.0
2025-07-24;2025-07-25;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;260.66
2025-07-23;2025-07-24;BENNE PASTA MOLNDAL;MOLNDAL;SEK;0.0;200.0
2025-07-23;2025-07-24;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;83.8
2025-07-23;2025-07-24;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;154.0
2025-07-21;2025-07-22;MAXI ICA STORMARKNAD M;MELLBYSTRAND;SEK;0.0;510.17
2025-07-21;2025-07-22;SNUSBOLAGET.SE;HANINGE;SEK;0.0;1349.1
2025-07-20;2025-07-21;BASTAD HAMNRESTAURAN;BASTAD;SEK;0.0;609.0
2025-07-20;2025-07-21;FOODTRUCK GELATO TERMI;ANGELHOLM;SEK;0.0;177.0
2025-07-20;2025-07-21;PARKSTER SWE;LUND;SEK;0.0;70.0
2025-07-19;2025-07-21;APOTEK HJARTAT ICA MAX;MELLBYSTRAND;SEK;0.0;369.9
2025-07-19;2025-07-21;NORRVIKEN;BASTAD;SEK;0.0;825.0
2025-07-19;2025-07-21;PARKSTER SWE;LUND;SEK;0.0;42.0
2025-07-19;2025-07-21;TOPEJA BJÄRE AB;BAASTAD;SEK;0.0;874.65
2025-07-18;2025-07-18;APPLE.COM/SE;077-140-04-84;SEK;0.0;999.0
2025-07-18;2025-07-21;MAXI ICA STORMARKNAD M;MELLBYSTRAND;SEK;0.0;344.43
2025-07-18;2025-07-21;PARKSTER SWE;LUND;SEK;0.0;48.0
2025-07-18;2025-07-21;ROGER NILSSON STAVERSH;VAXTORP;SEK;0.0;120.0
2025-07-18;2025-07-18;SPOTIFY P38B05FAE7;STOCKHOLM;SEK;0.0;119.0
2025-07-17;2025-07-18;GOTO HUB AB;HELSINGBORG;SEK;0.0;1170.0
2025-07-17;2025-07-18;MAXI ICA STORMARKNAD M;MELLBYSTRAND;SEK;0.0;128.7
2025-07-17;2025-07-18;MAXI ICA STORMARKNAD M;MELLBYSTRAND;SEK;0.0;363.66
2025-07-16;2025-07-16;NETFLIX.COM;020790637;SEK;0.0;199.0
2025-07-15;2025-07-17;AURORA;HELSINGBORG;SEK;0.0;179.0
2025-07-15;2025-07-17;AURORA;HELSINGBORG;SEK;0.0;192.0
2025-07-15;2025-07-17;AURORA;HELSINGBORG;SEK;0.0;204.0
2025-07-15;2025-07-17;AXELHUS BODEGA;HELSINGOR;DKK;212.0;326.41
2025-07-15;2025-07-16;COOP KVICKLY PROEVESTE;HELSINGOER;DKK;99.4;153.04
2025-07-15;2025-07-16;FC HELSING@R;HELSINGOER;DKK;55.0;84.68
2025-07-15;2025-07-16;NORDSJALLANDS V;HELSINGOR;DKK;299.0;460.36
2025-07-15;2025-07-16;SCT OLAI VIN OG SPIRIT;HELSINGOR;DKK;295.0;454.2
2025-07-15;2025-07-16;TV4 PLAY;STOCKHOLM;SEK;0.0;299.0
2025-07-15;2025-07-16;V[RFTETS MADMAR;HELSINGOER;DKK;253.0;389.53
2025-07-13;2025-07-14;CIRCLE K VARBERG NORD;VARBERG;SEK;0.0;159.23
2025-07-13;2025-07-14;EASYPARK;EASYPARK.SE;SEK;0.0;60.0
2025-07-13;2025-07-14;KLARNA BONNIER-LOCAL;STOCKHOLM;SEK;0.0;149.0
2025-07-13;2025-07-14;STROMMA SWEDEN;STOCKHOLM;SEK;0.0;1080.0
2025-07-13;2025-07-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;86.9
2025-07-12;2025-07-14;CLAS OHLSON;HISINGS BACKA;SEK;0.0;958.4
2025-07-12;2025-07-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;123.6
2025-07-12;2025-07-14;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;330.29
2025-07-12;2025-07-14;ZETTLE_*TVELINGEN AB;GOTEBORG;SEK;0.0;165.0
2025-07-11;2025-07-14;ALTHALLENSFARGTAPETERA;ASKIM;SEK;0.0;843.0
2025-07-11;2025-07-14;DA MATTEO - MAGASINSGA;GOETEBORG;SEK;0.0;644.0
2025-07-11;2025-07-14;FAMILJEN PAX;GOTEBORG;SEK;0.0;3409.35
2025-07-10;2025-07-10;HOLY GREENS AB;MALMOE;SEK;0.0;184.0
2025-07-10;2025-07-11;IKEA KALLERED HFB ECO;KALLERED;SEK;0.0;5448.0
2025-07-10;2025-07-11;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;20.0
2025-07-10;2025-07-11;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;297.46
2025-07-09;2025-07-10;FAMILJEN ORRMYR KUNGSP;GOTEBORG;SEK;0.0;529.2
2025-07-09;2025-07-10;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;589.3
2025-07-08;2025-07-09;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;88.0
2025-07-08;2025-07-09;CHICCA BELLONI;GOTEBORG;SEK;0.0;1243.0
2025-07-08;2025-07-08;HOLY GREENS AB;MALMOE;SEK;0.0;149.0
